Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
1987,Best Direction of a Play,Lloyd Richards,Fences
1987,Best Lighting Design of a Musical,David Hersey,Les Miserables
1987,Best Musical,Les Miserables,Les Miserables
1987,Best Original Score,Claude-Michel Schonberg,Les Miserables
1987,Best Original Score,Herbert Kretzmer,Les Miserables
1987,Best Original Score,Alain Boublil,Les Miserables
1987,Best Play,Fences,Fences
1987,Best Revival of a Play,All My Sons,All My Sons
1987,Best Scenic Design of a Musical,John Napier,Les Miserables
1988,Best Performance by an Actor in a Leading Role in a Musical,Michael Crawford,The Phantom of the Opera
1988,Best Performance by an Actor in a Leading Role in a Play,Ron Silver,Speed the Plow
1988,Best Performance by an Actress in a Leading Role in a Musical,Joanna Gleason,Into the Woods
1988,Best Performance by an Actress in a Leading Role in a Play,Joan Allen,Burn This
1988,Best Performance by an Actor in a Featured Role in a Musical,Bill McCutcheon,Anything Goes
1988,Best Performance by an Actor in a Featured Role in a Play,B.D. Wong,M. Butterfly
1988,Best Performance by an Actress in a Featured Role in a Musical,Judy Kaye,The Phantom of the Opera
1988,Best Performance by an Actress in a Featured Role in a Play,L. Scott Caldwell,Joe Turner's Come and Gone
1988,Best Book of a Musical,James Lapine,Into the Woods
1988,Best Choreography,Michael Smuin,Anything Goes
1988,Best Costume Design of a Musical,Maria Bjornson,The Phantom of the Opera
1988,Best Direction of a Musical,Harold Prince,The Phantom of the Opera
1988,Best Direction of a Play,John Dexter,M. Butterfly
1988,Best Lighting Design of a Musical,Andrew Bridge,The Phantom of the Opera
1988,Best Musical,The Phantom of the Opera,The Phantom of the Opera
1988,Best Original Score,Stephen Sondheim,Into the Woods
1988,Best Play,M. Butterfly,M. Butterfly
1988,Best Revival of a Musical,Anything Goes,Anything Goes
1988,Best Scenic Design of a Musical,Maria Bjornson,The Phantom of the Opera
1989,Best Performance by an Actor in a Leading Role in a Musical,Jason Alexander,Jerome Robbins' Broadway
1989,Best Performance by an Actor in a Leading Role in a Play,Philip Bosco,Lend Me a Tenor
1989,Best Performance by an Actress in a Leading Role in a Musical,Ruth Brown,Black and Blue
1989,Best Performance by an Actress in a Leading Role in a Play,Pauline Collins,Shirley Valentine
1989,Best Performance by an Actor in a Featured Role in a Musical,Scott Wise,Jerome Robbins' Broadway
1989,Best Performance by an Actor in a Featured Role in a Play,Boyd Gaines,The Heidi Chronicles
1989,Best Performance by an Actress in a Featured Role in a Musical,Debbie Shapiro,Jerome Robbins' Broadway
1989,Best Performance by an Actor in a Featured Role in a Play,Christine Baranski,Rumors
1989,Best Choreography,Cholly Atkins,Black and Blue
1989,Best Choreography,Henry LeTang,Black and Blue
1989,Best Choreography,Frankie Manning,Black and Blue
1989,Best Choreography,Fayard Nicholas,Black and Blue
1989,Best Costume Design of a Musical,Claudio Segovio,Black and Blue
1989,Best Costume Design of a Musical,Hector Orezzoli,Black and Blue
1989,Best Direction of a Musical,Jerome Robbins,Jerome Robbins' Broadway
1989,Best Direction of a Play,Jerry Zaks,Lend Me a Tenor
1989,Best Lighting Design of a Musical,Jennifer Tipton,Jerome Robbins' Broadway
1989,Best Musical,Jerome Robbins' Broadway,Jerome Robbins' Broadway
1989,Best Play,The Heidi Chronicles,The Heidi Chronicles
1989,Best Revival of a Play,Our Town,Our Town
1989,Best Scenic Design of a Play,Santo Loquasto,Cafe Crown
1990,Best Performance by an Actor in a Leading Role in a Musical,James Naughton,City of Angels
1990,Best Performance by an Actor in a Leading Role in a Play,Robert Morse,Tru
1990,Best Performance by an Actress in a Leading Role in a Musical,Tyne Daly,Gypsy
1990,Best Performance by an Actress in a Leading Role in a Play,Maggie Smith,Lettice and Lovage
1990,Best Performance by an Actor in a Featured Role in a Musical,Michael Jeter,"Grand Hotel, The Musical"
1990,Best Performance by an Actor in a Featured Role in a Play,Charles Durning,Cat on a Hot Tin Roof
1990,Best Performance by an Actress in a Featured Role in a Musical,Randy Graff,City of Angels
1990,Best Performance by an Actress in a Featured Role in a Play,Margaret Tyzack,Lettice and Lovage
1990,Best Book of a Musical,Larry Gelbart,City of Angels
1990,Best Choreography,Tommy Tune,"Grand Hotel, The Musical"
1990,Best Costume Design of a Musical,Santo Loquasto,"Grand Hotel, The Musical"
1990,Best Direction of a Musical,Tommy Tune,"Grand Hotel, The Musical"
1990,Best Direction of a Play,Frank Galati,Grapes of Wrath
1990,Best Lighting Design of a Musical,Jules Fisher,"Grand Hotel, The Musical"
1990,Best Musical,City of Angels,City of Angels
1990,Best Original Score,Cy Coleman,City of Angels
1990,Best Original Score,David Zippel,City of Angels
1990,Best Play,The Grapes of Wrath,The Grapes of Wrath
1990,Best Revival of a Musical,Gypsy,Gypsy
1990,Best Scenic Design of a Musical,Robin Wagner,City of Angels
1991,Best Performance by an Actor in a Leading Role in a Musical,Jonathan Pryce,Miss Saigon
1991,Best Performance by an Actor in a Leading Role in a Play,Nigel Hawthorne,Shadowlands
1991,Best Performance by an Actress in a Leading Role in a Musical,Lea Salonga,Miss Saigon
1991,Best Performance by an Actress in a Leading Role in a Play,Mercedes Ruehl,Lost in Yonkers
1991,Best Performance by an Actor in a Featured Role in a Musical,Hinton Battle,Miss Saigon
1991,Best Performance by an Actor in a Featured Role in a Play,Kevin Spacey,Lost in Yonkers
1991,Best Performance by an Actress in a Featured Role in a Musical,Daisy Eagan,The Secret Garden
1991,Best Performance by an Actress in a Featured Role in a Play,Irene Worth,Lost in Yonkers
1991,Best Book of a Musical,Marsha Norman,The Secret Garden
1991,Best Choreography,Tommy Tune,The Will Rogers Follies
1991,Best Costume Design of a Musical,Willa Kim,The Will Rogers Follies
1991,Best Direction of a Musical,Tommy Tune,The Will Rogers Follies
1991,Best Direction of a Play,Jerry Zaks,Six Degrees of Separation
1991,Best Lighting Design of a Musical,Jules Fisher,The Will Rogers Follies
1991,Best Musical,The Will Rogers Follies,The Will Rogers Follies
1991,Best Play,Lost in Yonkers,Lost in Yonkers
1991,Best Revival of a Musical,Fiddler on the Roof,Fiddler on the Roof
1991,Best Scenic Design of a Musical,Heidi Landesman,The Secret Garden
1992,Best Performance by an Actor in a Leading Role in a Musical,Gregory Hines,Jelly's Last Jam
1992,Best Performance by an Actor in a Leading Role in a Play,Judd Hirsch,Conversations With My Father
1992,Best Performance by an Actress in a Leading Role in a Musical,Faith Prince,Guys and Dolls
1992,Best Performance by an Actress in a Leading Role in a Play,Glenn Close,Death and the Maiden
1992,Best Performance by an Actor in a Featured Role in a Musical,Scott Waara,The Most Happy Fella
1992,Best Performance by an Actor in a Featured Role in a Play,Larry Fishburne,Two Trains Running
1992,Best Performance by an Actress in a Featured Role in a Musical,Tonya Pinkins,Jelly's Last Jam
1992,Best Performance by an Actress in a Featured Role in a Play,Brid Brennan,Dancing at Lughnasa
1992,Best Book of a Musical,James Lapine,Falsettos
1992,Best Book of a Musical,William Finn,Falsettos
1992,Best Choreography,Susan Stroman,Crazy for You
1992,Best Costume Design of a Musical,William Ivey Long,Crazy for You
1992,Best Direction of a Musical,Jerry Zaks,Guys and Dolls
1992,Best Direction of a Play,Patrick Mason,Dancing at Lughnasa
1992,Best Lighting Design of a Musical,Jules Fisher,Jelly's Last Jam
1992,Best Musical,Crazy for You,Crazy for You
1992,Best Original Score,William Finn,Falsettos
1992,Best Play,Dancing at Lughnasa,Dancing at Lughnasa
1992,Best Revival of a Musical,Guys and Dolls,Guys and Dolls
1992,Best Scenic Design of a Musical,Tony Walton,Guys and Dolls
1992,Best Performance by an Actor in a Leading Role in a Musical,Brent Carver,Kiss of the Spider Woman--The Musical
1993,Best Performance by an Actor in a Leading Role in a Play,Ron Leibman,Angels in America: Millennium Approaches
1993,Best Performance by an Actress in a Leading Role in a Musical,Chita Rivera,Kiss of the Spider Woman--The Musical
1993,Best Performance by an Actress in a Leading Role in a Play,Madeline Kahn,The Sisters Rosensweig
1993,Best Performance by an Actor in a Featured Role in a Musical,Anthony Crivello,Kiss of the Spider Woman--The Musical
1993,Best Performance by an Actor in a Featured Role in a Play,Stephen Spinella,Angels in America: Millennium Approaches
1993,Best Performance by an Actress in a Featured Role in a Musical,Andrea Martin,My Favorite Year
1993,Best Performance by an Actress in a Featured Role in a Play,Debra Monk,Redwood Curtain
1993,Best Book of a Musical,Terrence McNally,Kiss of the Spider Woman--The Musical
1993,Best Choreography,Wayne Cliento,The Who's Tommy
1993,Best Costume Design of a Musical,Florence Klotz,Kiss of the Spider Woman--The Musical
1993,Best Direction of a Musical,Des McAnuff,The Who's Tommy
1993,Best Direction of a Play,George C. Wolfe,Angels in America: Millennium Approaches
1993,Best Lighting Design of a Musical,Chris Parry,The Who's Tommy
1993,Best Musical,Kiss of the Spider Woman--The Musical,Kiss of the Spider Woman--The Musical
1993,Best Original Score,John Kander,Kiss of the Spider Woman--The Musical
1993,Best Original Score,Fred Ebb,Kiss of the Spider Woman--The Musical
1993,Best Original Score,Pete Townshend,The Who's Tommy
1993,Best Play,Angels in America: Millennium Approaches,Angels in America: Millennium Approaches
1993,Best Revival of a Play,Anna Christie,Anna Christie
1993,Best Scenic Design of a Musical,John Arnone,The Who's Tommy
1994,Best Performance by an Actor in a Leading Role in a Musical,Boyd Gaines,She Loves Me
1994,Best Performance by an Actor in a Leading Role in a Play,Stephen Spinella,Angels in America: Perestroika
1994,Best Performance by an Actress in a Leading Role in a Musical,Donna Murphy,Passion
1994,Best Performance by an Actress in a Leading Role in a Play,Diana Rigg,Medea
1994,Best Performance by an Actor in a Featured Role in a Musical,Jarrod Emick,Damn Yankees
1994,Best Performance by an Actor in a Featured Role in a Play,Jeffrey Wright,Angels in America: Perestroika
1994,Best Performance by an Actress in a Featured Role in a Musical,Audra McDonald,Carousel
1994,Best Performance by an Actress in a Featured Role in a Play,Jane Adams,An Inspector Calls
1994,Best Book of a Musical,James Lapine,Passion
1994,Best Choreography,Sir Kenneth MacMillan,Carousel
1994,Best Costume Design of a Musical,Ann Hould-Ward,Beauty and the Beast
1994,Best Direction of a Musical,Nicholas Hytner,Carousel
1994,Best Direction of a Play,Stephen Daldry,An Inspector Calls
1994,Best Lighting Design of a Play,Rick Fisher,An Inspector Calls
1994,Best Musical,Passion,Passion
1994,Best Original Score,Stephen Sondheim,Passion
1994,Best Play,Angels in America: Perestroika,Angels in America: Perestroika
1994,Best Revival of a Musical,Carousel,Carousel
1994,Best Revival of a Play,An Inspector Calls,An Inspector Calls
1994,Best Scenic Design of a Musical,Bob Crowley,Carousel
1995,Best Performance by an Actor in a Leading Role in a Musical,Matthew Broderick,How to Succeed in Business Without Really Trying!
1995,Best Performance by an Actor in a Leading Role in a Play,Ralph Fiennes,Hamlet
1995,Best Performance by an Actress in a Leading Role in a Musical,Glenn Close,Sunset Boulevard
1995,Best Performance by an Actress in a Leading Role in a Play,Cherry Jones,The Heiress
1995,Best Performance by an Actor in a Featured Role in a Musical,George Hearn,Sunset Boulevard
1995,Best Performance by an Actor in a Featured Role in a Play,John Glover,Love! Valour! Compassion!
1995,Best Performance by an Actress in a Featured Role in a Musical,Gretha Boston,Show Boat
1995,Best Performance by an Actress in a Featured Role in a Play,Frances Sternhagen,The Heiress
1995,Best Book of a Musical,Don Black,Sunset Boulevard
1995,Best Book of a Musical,Christopher Hampton,Sunset Boulevard
1995,Best Choreography,Susan Stroman,Show Boat
1995,Best Costume Design of a Musical,Florence Klotz,Show Boat
1995,Best Direction of a Musical,Harold Prince,Show Boat
1995,Best Direction of a Play,Gerald Gutierrez,The Heiress
1995,Best Lighting Design of a Musical,Andrew Bridge,Sunset Boulevard
1995,Best Musical,Sunset Boulevard,Sunset Boulevard
1995,Best Original Score,Andrew Lloyd Webber,Sunset Boulevard
1995,Best Original Score,Don Black,Sunset Boulevard
1995,Best Original Score,Christopher Hampton,Sunset Boulevard
1995,Best Play,Love! Valour! Compassion!,Love! Valour! Compassion!
1995,Best Revival of a Musical,Show Boat,Show Boat
1995,Best Revival of a Play,The Heiress,The Heiress
1995,Best Scenic Design of a Musical,John Napier,Sunset Boulevard
1996,Best Performance by an Actor in a Leading Role in a Musical,Nathan Lane,A Funny Thing Happened on the Way to the Forum
1996,Best Performance by an Actor in a Leading Role in a Play,George Grizzard,A Delicate Balance
1996,Best Performance by an Actress in a Leading Role in a Musical,Donna Murphy,The King and I
1996,Best Performance by an Actress in a Leading Role in a Play,Zoe Caldwell,Master Class
1996,Best Performance by an Actor in a Featured Role in a Musical,Wilson Jermaine Heredia,Rent
1996,Best Performance by an Actor in a Featured Role in a Play,Ruben Santiago-Hudson,Seven Guitars
1996,Best Performance by an Actress in a Featured Role in a Musical,Ann Duquesnay,Bring in 'da Noise/Bring in 'da Funk
1996,Best Performance by an Actress in a Featured Role in a Play,Audra McDonald,Master Class
1996,Best Book of a Musical,Jonathan Larson,Rent
1996,Best Choreography,Savion Glover,Bring in 'da Noise/Bring in 'da Funk
1996,Best Costume Design of a Musical,Roger Kirk,The King and I
1996,Best Direction of a Musical,George C. Wolfe,Bring in 'da Noise/Bring in 'da Funk
1996,Best Direction of a Play,Gerald Gutierrez,A Delicate Balance
1996,Best Lighting Design of a Musical,Peggy Eisenhauer,Bring in 'da Noise/Bring in 'da Funk
1996,Best Lighting Design of a Musical,Jules Fisher,Bring in 'da Noise/Bring in 'da Funk
1996,Best Musical,Rent,Rent
1996,Best Original Score,Jonathan Larson,Rent
1996,Best Play,Master Class,Master Class
1996,Best Revival of a Musical,The King and I,The King and I
1996,Best Revival of a Play,A Delicate Balance,A Delicate Balance
1996,Best Scenic Design of a Musical,Brian Thomson,The King and I
1997,Best Performance by an Actor in a Leading Role in a Musical,James Naughton,Chicago
1997,Best Performance by an Actor in a Leading Role in a Play,Christopher Plummer,Barrymore
1997,Best Performance by an Actress in a Leading Role in a Musical,Bebe Neuwirth,Chicago
1997,Best Performance by an Actress in a Leading Role in a Play,Janet McTeer,A Doll's House
1997,Best Performance by an Actor in a Featured Role in a Musical,Chuck Cooper,The Life
1997,Best Performance by an Actor in a Featured Role in a Play,Owen Teale,A Doll's House
1997,Best Performance by an Actress in a Featured Role in a Musical,Lillias White,The Life
1997,Best Performance by an Actress in a Featured Role in a Play,Lynne Thigpen,An American Daughter
1997,Best Book of a Musical,Peter Stone,Titanic
1997,Best Choreography,Ann Reinking,Chicago
1997,Best Costume Design of a Play,Judith Dolan,Candide
1997,Best Direction of a Musical,Walter Bobbie,Chicago
1997,Best Direction of a Play,Anthony Page,A Doll's House
1997,Best Lighting Design of a Musical,Ken Billington,Chicago
1997,Best Musical,Titanic,Titanic
1997,Best Orchestrations,Jonathan Tunick,Titanic
1997,Best Original Score,Maury Yeston,Titanic
1997,Best Play,The Last Night of Ballyhoo,The Last Night of Ballyhoo
1997,Best Revival of a Musical,Chicago,Chicago
1997,Best Revival of a Play,A Doll's House,A Doll's House
1997,Best Scenic Design of a Musical,Stewart Laing,Titanic
1998,Best Performance by an Actor in a Leading Role in a Musical,Alan Cumming,Cabaret
1998,Best Performance by an Actor in a Leading Role in a Play,Anthony LaPaglia,A View From the Bridge
1998,Best Performance by an Actress in a Leading Role in a Musical,Natasha Richardson,Cabaret
1998,Best Performance by an Actress in a Leading Role in a Play,Marie Mullen,The Beauty Queen of Leenane
1998,Best Performance by an Actor in a Featured Role in a Musical,Ron Rifkin,Cabaret
1998,Best Performance by an Actor in a Featured Role in a Play,Tom Murphy,The Beauty Queen of Leenane
1998,Best Performance by an Actress in a Featured Role in a Musical,Audra McDonald,Ragtime
1998,Best Performance by an Actress in a Featured Role in a Play,Anna Manahan,The Beauty Queen of Leenane
1998,Best Book of a Musical,Terrence McNally,Ragtime
1998,Best Choreography,Garth Fagan,The Lion King
1998,Best Costume Design of a Musical,Julie Taymor,The Lion King
1998,Best Direction of a Musical,Julie Taymor,The Lion King
1998,Best Direction of a Play,Garry Hynes,The Beauty Queen of Leenane
1998,Best Lighting Design of a Musical,Donald Holder,The Lion King
1998,Best Musical,The Lion King,The Lion King
1998,Best Orchestrations,William David Brohn,Ragtime
1998,Best Original Score,Lynn Ahrens,Ragtime
1998,Best Original Score,Stephen Flaherty,Ragtime
1998,Best Play,Art,Art
1998,Best Revival of a Musical,Cabaret,Cabaret
1998,Best Revival of a Play,A View From the Bridge,A View From the Bridge
1998,Best Scenic Design of a Musical,Richard Hudson,The Lion King
1999,Best Performance by an Actor in a Leading Role in a Musical,Martin Short,Little Me
1999,Best Performance by an Actor in a Leading Role in a Play,Brian Dennehy,Death of a Salesman
1999,Best Performance by an Actress in a Leading Role in a Musical,Bernadette Peters,Annie Get Your Gun
1999,Best Performance by an Actress in a Leading Role in a Play,Judi Dench,Amy's View
1999,Best Performance by an Actor in a Featured Role in a Musical,Roger Bart,You're a Good Man Charlie Brown
1999,Best Performance by an Actor in a Featured Role in a Play,Frank Wood,Side Man
1999,Best Performance by an Actress in a Featured Role in a Musical,Kristin Chenoweth,"You're a Good Man, Charlie Brown"
1999,Best Performance by an Actress in a Featured Role in a Play,Elizabeth Franz,Death of a Salesman
1999,Best Book of a Musical,Alfred Uhry,Parade
1999,Best Choreography,Matthew Bourne,Swan Lake
1999,Best Costume Design of a Musical,Lez Brotherston,Swan Lake
1999,Best Direction of a Musical,Matthew Bourne,Swan Lake
1999,Best Direction of a Play,Robert Falls,Death of a Salesman
1999,Best Lighting Design of a Musical,Andrew Bridge,Fosse
1999,Best Musical,Fosse,Fosse
1999,Best Orchestrations,Douglas Besterman,Fosse
1999,Best Orchestrations,Ralph Burns,Fosse
1999,Best Original Score,Jason Robert Brown,Parade
1999,Best Play,Side Man,Side Man
1999,Best Revival of a Musical,Annie Get Your Gun,Annie Get Your Gun
1999,Best Revival of a Play,Death of a Salesman,Death of a Salesman
1999,Best Scenic Design of a Play,Richard Hoover,Not About Nightingales
2000,Best Performance by an Actor in a Leading Role in a Musical,Brian Stokes Mitchell,"Kiss Me, Kate"
2000,Best Performance by an Actor in a Leading Role in a Play,Stephen Dillane,The Real Thing
2000,Best Performance by an Actress in a Leading Role in a Musical,Heather Headley,Aida
2000,Best Performance by an Actress in a Leading Role in a Play,Jennifer Ehle,The Real Thing
2000,Best Performance by an Actor in a Featured Role in a Musical,Boyd Gaines,Contact
2000,Best Performance by an Actor in a Featured Role in a Play,Roy Dotrice,A Moon for the Misbegotten
2000,Best Performance by an Actress in a Featured Role in a Musical,Karen Ziemba,Contact
2000,Best Performance by an Actor in a Featured Role in a Play,Blair Brown,Copenhagen
2000,Best Book of a Musical,Richard Nelson,James Joyce's The Dead
2000,Best Choreography,Susan Stroman,Contact
2000,Best Costume Design of a Musical,Martin Pakledinaz,"Kiss Me, Kate"
2000,Best Direction of a Musical,Michael Blakemore,"Kiss Me, Kate"
2000,Best Direction of a Play,Michael Blakemore,Copenhagen
2000,Best Lighting Design of a Musical,Natasha Katz,Aida
2000,Best Musical,Contact,Contact
2000,Best Orchestrations,Don Sebesky,"Kiss Me, Kate"
2000,Best Original Score,Elton John,Aida
2000,Best Original Score,Tim Rice,Aida
2000,Best Play,Copenhagen,Copenhagen
2000,Best Revival of a Musical,"Kiss Me, Kate","Kiss Me, Kate"
2000,Best Revival of a Play,The Real Thing,The Real Thing
2000,Best Scenic Design of a Musical,Bob Crowley,Aida
2001,Best Performance by an Actor in a Leading Role in a Musical,Nathan Lane,The Producers
2001,Best Performance by an Actor in a Leading Role in a Play,Richard Easton,The Invention of Love
2001,Best Performance by an Actress in a Leading Role in a Musical,Christine Ebersole,42nd Street
2001,Best Performance by an Actress in a Leading Role in a Play,Mary-Louise Parker,Proof
2001,Best Performance by an Actor in a Featured Role in a Musical,Gary Beach,The Producers
2001,Best Performance by an Actor in a Featured Role in a Play,Robert Sean Leonard,The Invention of Love
2001,Best Performance by an Actress in a Featured Role in a Musical,Cady Huffman ,The Producers
2001,Best Performance by an Actress in a Featured Role in a Play,Viola Davis,King Hedley II
2001,Best Book of a Musical,Thomas Meehan,The Producers
2001,Best Book of a Musical,Mel Brooks,The Producers
2001,Best Choreography,Susan Stroman,The Producers
2001,Best Costume Design of a Musical,William Ivey Long,The Producers
2001,Best Direction of a Musical,Susan Stroman,The Producers
2001,Best Direction of a Play,Daniel Sullivan,Proof
2001,Best Lighting Design of a Musical,Peter Kaczorowski,The Producers
2001,Best Musical,The Producers,The Producers
2001,Best Orchestrations,Doug Besterman,The Producers
2001,Best Original Score,Mel Brooks,The Producers
2001,Best Play,Proof,Proof
2001,Best Revival of a Musical,42nd Street,42nd Street
2001,Best Revival of a Play,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest
2001,Best Scenic Design of a Musical,Robin Wagner,The Producers
2002,Best Performance by an Actor in a Leading Role in a Musical,John Lithgow,Sweet Smell of Success
2002,Best Performance by an Actor in a Leading Role in a Play,Alan Bates,Fortune's Fool
2002,Best Performance by an Actress in a Leading Role in a Musical,Sutton Foster,Thoroughly Modern Millie
2002,Best Performance by an Actress in a Leading Role in a Play,Lindsay Duncan,Private Lives
2002,Best Performance by an Actor in a Featured Role in a Musical,Shuler Hensley,Oklahoma!
2002,Best Performance by an Actor in a Featured Role in a Play,Frank Langella,Fortune's Fool
2002,Best Performance by an Actress in a Featured Role in a Musical,Harriet Harris,Thoroughly Modern Millie
2002,Best Performance by an Actress in a Featured Role in a Play,Katie Finneran,Noises Off
2002,Best Book of a Musical,Greg Kotis,Urinetown The Musical
2002,Best Choreography,Rob Ashford,Thoroughly Modern Millie
2002,Best Costume Design of a Musical,Martin Pakledinaz,Thoroughly Modern Millie
2002,Best Direction of a Musical,John Rando,Urinetown The Musical
2002,Best Direction of a Play,Mary Zimmerman,Metamorphoses
2002,Best Lighting Design of a Musical,Brian MacDevitt,Into the Woods
2002,Best Musical,Thoroughly Modern Millie,Thoroughly Modern Millie
2002,Best Orchestrations,Ralph Burns,Thoroughly Modern Millie
2002,Best Orchestrations,Doug Besterman,Thoroughly Modern Millie
2002,Best Original Score,Mark Hollmann,Urinetown The Musical
2002,Best Original Score,Greg Kotis,Urinetown The Musical
2002,Best Play,Who Is Sylvia?,Who Is Sylvia?
2002,Best Revival of a Musical,Into the Woods,Into the Woods
2002,Best Revival of a Play,Private Lives,Private Lives
2002,Best Scenic Design of a Play,Tim Hatley,Private Lives
2003,Best Performance by an Actor in a Leading Role in a Musical,Harvey Fierstein,Hairspray
2003,Best Performance by an Actor in a Leading Role in a Play,Brian Dennehy,Long Day's Journey into Night
2003,Best Performance by an Actress in a Leading Role in a Musical,Marissa Jaret Winokur,Hairspray
2003,Best Performance by an Actress in a Leading Role in a Play,Vanessa Redgrave,Long Day's Journey into Night
2003,Best Performance by an Actor in a Featured Role in a Musical,Dick Latessa,Hairspray
2003,Best Performance by an Actor in a Featured Role in a Play,Denis O'Hare,Take Me Out
2003,Best Performance by an Actress in a Featured Role in a Musical,Jane Krakowski,Nine The Musical
2003,Best Performance by an Actress in a Featured Role in a Play,Michele Pawk,Hollywood Arms
2003,Best Book of a Musical,Mark O'Donnell,Hairspray
2003,Best Book of a Musical,Thomas Meehan,Hairspray
2003,Best Choreography,Twyla Tharp,Movin' Out
2003,Best Costume Design of a Musical,WIlliam Ivey Long,Hairspray
2003,Best Direction of a Musical,Jack O'Brien,Hairspray
2003,Best Direction of a Play,Joe Mantello,Take Me Out
2003,Best Lighting Design of a Musical,Nigel Levings,La Boheme
2003,Best Musical,Hairspray,Hairspray
2003,Best Orchestrations,Billy Joel,Movin' Out
2003,Best Orchestrations,Stuart Malina,Movin' Out
2003,Best Original Score,Scott Wittman,Hairspray
2003,Best Original Score,Marc Shaiman,Hairspray
2003,Best Play,Take Me Out,Take Me Out
2003,Best Revival of a Musical,Nine The Musical,Nine The Musical
2003,Best Revival of a Play,Long Day's Journey,Long Day's Journey
2003,Best Scenic Design of a Musical,Catherine Martin,La Boheme
2004,Best Performance by an Actor in a Leading Role in a Musical,Hugh Jackman,The Boy from Oz
2004,Best Performance by an Actor in a Leading Role in a Play,Jefferson Mays,I Am My Own Wife
2004,Best Performance by an Actress in a Leading Role in a Musical,Idina Menzel,Wicked
2004,Best Performance by an Actress in a Leading Role in a Play,Phylicia Rashad,A Raisin in the Sun
2004,Best Performance by an Actor in a Featured Role in a Musical,Michael Cerveris,Assassins
2004,Best Performance by an Actor in a Featured Role in a Play,Brian F O'Byrne,Frozen
2004,Best Performance by an Actress in a Featured Role in a Musical,Anika Noni Rose,"Caroline, or Change"
2004,Best Performance by an Actress in a Featured Role in a Play,Audra McDonald,A Raisin in the Sun
2004,Best Book of a Musical,Jeff Whitty,Avenue Q
2004,Best Choreography,Kathleen Marshall,Wonderful Town
2004,Best Costume Design of a Musical,Susan Hilferty,Wicked
2004,Best Direction of a Musical,Joe Mantello,Assassins
2004,Best Direction of a Play,Jack O'Brien,Henry IV
2004,Best Lighting Design of a Musical,Peggy Eisenhauer,Assassins
2004,Best Lighting Design of a Musical,Jules Fisher,Assassins
2004,Best Musical,Avenue Q,Avenue Q
2004,Best Orchestrations,Michael Starobin,Assassins
2004,Best Original Score,Robert Lopez,Avenue Q
2004,Best Original Score,Jeff Marx,Avenue Q
2004,Best Play,I Am My Own Wife,I Am My Own Wife
2004,Best Revival of a Musical,Assassins,Assassins
2004,Best Revival of a Play,Henry IV,Henry IV
2004,Best Scenic Design of a Musical,Eugene Lee,Wicked
2005,Best Performance by an Actor in a Leading Role in a Musical,Norbert Leo Butz,Dirty Rotten Scoundrels
2005,Best Performance by an Actor in a Leading Role in a Play,Bill Irwin,Edward Albee's Who's Afraid of Virginia Woolf?
2005,Best Performance by an Actress in a Leading Role in a Musical,Victoria Clark,The Light in the Piazza
2005,Best Performance by an Actress in a Leading Role in a Play,Cherry Jones,Doubt
2005,Best Performance by an Actor in a Featured Role in a Musical,Dan Fogler,The 25th Annual Putnam County Spelling Bee
2005,Best Performance by an Actor in a Featured Role in a Play,Liev Schreiber,Glengarry Glen Ross
2005,Best Performance by an Actress in a Featured Role in a Musical,Sara Ramirez,Monty Python's Spamalot
2005,Best Performance by an Actress in a Featured Role in a Play,Adriane Lenox,Doubt
2005,Best Book of a Musical,Rachel Sheinkin,The 25th Annual Putnam County Spelling Bee
2005,Best Choreography,Jerry Mitchell,La Cage aux Folles
2005,Best Costume Design of a Musical,Catherine Zuber,The Light in the Piazza
2005,Best Costume Design of a Play,Jess Goldstein,The Rivals
2005,Best Direction of a Musical,Mike Nichols,Monty Python's Spamalot
2005,Best Direction of a Play,Doug Hughes,Doubt
2005,Best Lighting Design of a Musical,Christopher Akerlind,The Light in the Piazza
2005,Best Lighting Design of a Play,Brian MacDevitt,The Pillowman
2005,Best Musical,Monty Python's Spamalot,Monty Python's Spamalot
2005,Best Orchestrations,Ted Sperling,The Light in the Piazza
2005,Best Orchestrations,Adam Guettel,The Light in the Piazza
2005,Best Orchestrations,Bruce Coughlin,The Light in the Piazza
2005,Best Original Score,Adam Guettel,The Light in the Piazza
2005,Best Play,Doubt,Doubt
2005,Best Revival of a Musical,La Cage aux Folles,La Cage aux Folles
2005,Best Revival of a Play,Glengarry Glen Ross,Glengarry Glen Ross
2005,Best Scenic Design of a Musical,Michael Yeargan,The Light in the Piazza
2005,Best Scenic Design of a Play,Scott Pask,The Pillowman
2006,Best Performance by an Actor in a Leading Role in a Musical,John Lloyd Young,Jersey Boys
2006,Best Performance by an Actor in a Leading Role in a Play,Richard Griffiths,The History Boys
2006,Best Performance by an Actress in a Leading Role in a Musical,LaChanze,The Color Purple
2006,Best Performance by an Actress in a Leading Role in a Play,Cynthia Nixon,Rabbit Hole
2006,Best Performance by an Actor in a Featured Role in a Musical,Christian Hoff,Jersey Boys
2006,Best Performance by an Actor in a Featured Role in a Play,Ian McDiarmid,Faith Healer
2006,Best Performance by an Actress in a Featured Role in a Musical,Beth Leavel,The Drowsy Chaperone
